Epoch;Iterations;Time [s];Data;G_GAN;G_L1;D_real;D_fake
63;17264;0.004;0.012;0.772;1.905;0.073;0.090
63;17664;0.003;0.006;0.513;1.718;0.135;0.222
63;18064;0.003;0.093;0.560;1.866;0.157;0.218
63;18464;0.011;0.006;0.478;1.823;0.170;0.196
63;18864;0.003;0.011;0.444;1.945;0.170;0.205
63;19264;0.004;0.006;0.853;1.676;0.049;0.277
63;19664;0.003;0.009;0.327;1.819;0.215;0.131
63;20064;0.004;0.012;0.404;1.800;0.139;0.223
63;20464;0.011;0.010;0.459;1.637;0.168;0.094
63;20864;0.003;0.006;0.592;1.777;0.121;0.330
63;21264;0.003;0.058;0.362;1.732;0.235;0.178
63;21664;0.004;0.008;0.663;1.948;0.070;0.388
63;22064;0.003;0.010;0.664;1.497;0.047;0.384
63;22464;0.012;0.008;0.455;1.770;0.116;0.274
63;22864;0.003;0.008;0.585;1.597;0.123;0.242
63;23264;0.003;0.006;0.520;1.595;0.129;0.241
63;23664;0.003;0.010;0.503;1.894;0.140;0.224
63;24064;0.003;0.006;0.270;1.474;0.221;0.171
63;24464;0.009;0.052;0.445;2.120;0.160;0.222
63;24864;0.003;0.006;0.452;1.847;0.154;0.219
63;25264;0.003;0.007;0.566;1.658;0.112;0.229
63;25664;0.004;0.009;0.283;1.486;0.222;0.104
63;26064;0.004;0.010;0.374;1.518;0.223;0.190
63;26464;0.011;0.054;0.352;1.559;0.215;0.183
63;26864;0.004;0.009;0.304;1.532;0.414;0.082
63;27264;0.004;0.010;0.393;2.259;0.100;0.366
63;27664;0.003;0.031;0.394;2.010;0.210;0.139
63;28064;0.003;0.063;0.433;1.638;0.172;0.162
63;28464;0.010;0.007;0.364;1.645;0.228;0.223
63;28864;0.003;0.006;0.447;1.516;0.144;0.245
63;29264;0.004;0.011;0.387;1.517;0.326;0.080
63;29664;0.003;0.039;0.430;1.658;0.205;0.184
63;30064;0.003;0.054;0.352;1.649;0.276;0.118
63;30464;0.010;0.011;0.680;1.719;0.137;0.149
63;30864;0.004;0.006;0.304;1.915;0.237;0.182
64;336;0.012;0.008;0.385;1.564;0.289;0.144
64;736;0.003;0.007;0.531;1.808;0.121;0.291
64;1136;0.004;0.007;0.491;1.583;0.109;0.330
64;1536;0.010;0.006;0.302;1.468;0.320;0.101
64;1936;0.004;0.008;0.517;1.460;0.126;0.338
64;2336;0.003;0.056;0.551;1.888;0.149;0.254
64;2736;0.003;0.039;0.566;1.645;0.112;0.376
64;3136;0.004;0.012;0.507;1.633;0.114;0.323
64;3536;0.012;0.007;0.344;1.583;0.255;0.133
64;3936;0.003;0.011;0.631;1.527;0.133;0.265
64;4336;0.003;0.006;0.319;1.870;0.256;0.079
64;4736;0.003;0.006;0.355;1.695;0.288;0.088
64;5136;0.004;0.006;0.244;1.730;0.314;0.122
64;5536;0.023;0.051;0.543;1.988;0.072;0.373
64;5936;0.003;0.006;0.440;1.901;0.229;0.179
64;6336;0.004;0.008;0.345;1.713;0.204;0.148
64;6736;0.003;0.042;0.536;1.587;0.151;0.244
64;7136;0.004;0.006;0.621;1.814;0.090;0.242
64;7536;0.010;0.007;0.342;1.817;0.141;0.285
64;7936;0.003;0.011;0.473;1.451;0.172;0.253
64;8336;0.003;0.081;0.555;1.656;0.139;0.236
64;8736;0.003;0.006;0.345;1.865;0.234;0.112
64;9136;0.003;0.007;0.332;1.651;0.250;0.152
64;9536;0.011;0.016;0.444;1.809;0.134;0.238
64;9936;0.003;0.010;0.383;1.499;0.224;0.117
64;10336;0.003;0.010;0.481;1.487;0.158;0.189
64;10736;0.004;0.006;0.793;1.871;0.102;0.172
64;11136;0.003;0.009;0.559;1.776;0.115;0.239
64;11536;0.011;0.078;0.218;2.024;0.329;0.110
64;11936;0.003;0.008;0.340;2.074;0.237;0.152
64;12336;0.003;0.017;0.460;1.830;0.159;0.224
64;12736;0.003;0.009;0.839;2.097;0.118;0.348
64;13136;0.004;0.007;0.332;1.638;0.176;0.288
64;13536;0.010;0.009;0.444;1.744;0.115;0.248
64;13936;0.003;0.006;0.466;1.563;0.127;0.223
64;14336;0.003;0.010;0.229;1.444;0.335;0.117
64;14736;0.004;0.012;0.433;1.503;0.209;0.193
64;15136;0.003;0.089;0.702;1.927;0.071;0.337
64;15536;0.010;0.007;0.443;1.525;0.146;0.260
64;15936;0.004;0.006;0.362;1.913;0.188;0.144
64;16336;0.003;0.018;0.295;1.641;0.249;0.156
64;16736;0.004;0.081;0.297;1.779;0.253;0.117
64;17136;0.003;0.007;0.702;1.686;0.079;0.415
64;17536;0.010;0.007;0.404;2.008;0.181;0.232
64;17936;0.003;0.012;0.258;1.849;0.275;0.126
64;18336;0.003;0.099;0.321;1.536;0.312;0.110
64;18736;0.004;0.010;0.314;1.509;0.231;0.162
64;19136;0.003;0.009;0.494;1.716;0.140;0.298
64;19536;0.010;0.012;0.312;1.830;0.312;0.100
64;19936;0.003;0.010;0.392;1.694;0.187;0.206
64;20336;0.004;0.009;0.373;1.675;0.229;0.161
64;20736;0.003;0.014;0.430;1.708;0.187;0.189
64;21136;0.003;0.063;0.315;1.889;0.185;0.150
64;21536;0.010;0.009;0.457;1.866;0.162;0.181
64;21936;0.003;0.007;0.717;1.632;0.092;0.341
64;22336;0.003;0.008;0.241;2.182;0.300;0.117
64;22736;0.003;0.008;0.403;1.494;0.155;0.227
64;23136;0.004;0.007;0.410;1.497;0.158;0.218
64;23536;0.010;0.009;0.450;1.756;0.096;0.291
64;23936;0.003;0.012;0.593;1.429;0.096;0.281
64;24336;0.004;0.008;0.339;1.660;0.270;0.074
64;24736;0.004;0.006;0.487;1.589;0.226;0.174
64;25136;0.004;0.010;0.799;1.792;0.075;0.384
64;25536;0.011;0.064;0.323;1.421;0.260;0.144
64;25936;0.003;0.009;0.594;2.103;0.164;0.181
64;26336;0.004;0.007;0.444;1.585;0.135;0.248
64;26736;0.003;0.011;0.648;1.812;0.078;0.332
64;27136;0.003;0.043;0.461;2.155;0.132;0.221
64;27536;0.010;0.036;0.417;1.691;0.193;0.184
64;27936;0.003;0.006;0.422;1.877;0.183;0.101
64;28336;0.003;0.007;0.190;1.622;0.579;0.028
64;28736;0.003;0.008;0.533;2.183;0.142;0.175
64;29136;0.003;0.070;0.571;1.725;0.159;0.222
64;29536;0.010;0.010;0.590;1.646;0.104;0.324
64;29936;0.003;0.008;0.667;2.568;0.071;0.282
64;30336;0.003;0.060;0.493;1.644;0.164;0.109
64;30736;0.003;0.006;0.593;1.823;0.107;0.338
65;208;0.012;0.008;0.381;1.582;0.166;0.286
65;608;0.025;0.010;0.443;1.679;0.280;0.115
65;1008;0.004;0.006;0.316;1.487;0.230;0.220
65;1408;0.003;0.052;0.532;1.921;0.156;0.232
65;1808;0.003;0.090;0.277;1.694;0.378;0.066
65;2208;0.003;0.006;0.426;1.608;0.168;0.162
65;2608;0.009;0.012;0.617;1.870;0.076;0.327
65;3008;0.003;0.006;0.473;1.752;0.215;0.141
65;3408;0.003;0.033;0.322;1.774;0.463;0.041
65;3808;0.004;0.006;0.533;1.728;0.157;0.188
65;4208;0.003;0.012;0.380;1.489;0.201;0.163
65;4608;0.010;0.008;0.395;2.088;0.200;0.150
65;5008;0.003;0.009;0.381;1.599;0.123;0.339
65;5408;0.004;0.006;0.301;1.656;0.299;0.128
65;5808;0.003;0.012;0.335;1.692;0.171;0.273
65;6208;0.003;0.096;0.443;1.605;0.186;0.239
65;6608;0.010;0.008;0.288;1.726;0.399;0.088
65;7008;0.004;0.006;0.742;1.681;0.090;0.377
65;7408;0.004;0.012;0.472;1.534;0.115;0.414
65;7808;0.003;0.073;0.538;1.606;0.137;0.304
65;8208;0.003;0.047;0.278;1.608;0.223;0.153
65;8608;0.011;0.006;0.525;2.021;0.156;0.184
65;9008;0.003;0.011;0.582;1.813;0.185;0.179
65;9408;0.003;0.033;0.300;1.745;0.276;0.101
65;9808;0.003;0.068;0.356;1.699;0.215;0.188
65;10208;0.004;0.006;0.485;1.394;0.293;0.174
65;10608;0.010;0.009;0.430;1.660;0.095;0.306
65;11008;0.003;0.007;0.552;1.947;0.162;0.248
65;11408;0.003;0.012;0.429;1.666;0.177;0.189
65;11808;0.003;0.011;0.404;2.065;0.138;0.230
65;12208;0.003;0.013;0.363;1.825;0.216;0.149
65;12608;0.010;0.008;0.463;2.327;0.229;0.115
65;13008;0.004;0.007;0.514;2.045;0.117;0.212
65;13408;0.003;0.069;0.522;1.600;0.173;0.195
65;13808;0.003;0.006;0.274;1.717;0.349;0.112
65;14208;0.004;0.009;0.338;2.262;0.284;0.100
65;14608;0.012;0.010;0.472;1.736;0.146;0.263
65;15008;0.003;0.017;0.250;1.543;0.307;0.133
65;15408;0.003;0.010;0.475;1.846;0.195;0.164
65;15808;0.003;0.007;0.233;1.704;0.257;0.443
65;16208;0.004;0.006;0.290;1.728;0.201;0.278
65;16608;0.011;0.143;0.293;1.790;0.254;0.216
65;17008;0.004;0.009;0.266;1.653;0.273;0.214
65;17408;0.003;0.008;0.248;1.746;0.235;0.255
65;17808;0.004;0.008;0.292;1.697;0.212;0.251
65;18208;0.003;0.079;0.295;1.563;0.233;0.277
65;18608;0.009;0.011;0.280;1.505;0.255;0.224
65;19008;0.003;0.007;0.320;1.679;0.202;0.279
65;19408;0.003;0.007;0.351;1.729;0.176;0.270
65;19808;0.003;0.011;0.320;1.404;0.187;0.245
65;20208;0.003;0.063;0.349;1.667;0.252;0.166
65;20608;0.010;0.006;0.496;2.283;0.076;0.341
65;21008;0.003;0.009;0.641;1.470;0.062;0.461
65;21408;0.003;0.005;0.380;1.689;0.178;0.161
65;21808;0.004;0.006;0.437;1.468;0.225;0.161
65;22208;0.004;0.007;0.556;1.707;0.128;0.191
65;22608;0.018;0.035;0.516;1.275;0.176;0.257
65;23008;0.003;0.006;0.453;1.845;0.261;0.121
65;23408;0.003;0.006;0.324;1.473;0.239;0.075
65;23808;0.004;0.010;0.369;1.502;0.218;0.175
65;24208;0.003;0.060;0.392;1.485;0.167;0.161
65;24608;0.010;0.012;0.494;1.811;0.163;0.186
65;25008;0.004;0.007;0.318;1.537;0.231;0.147
65;25408;0.004;0.009;0.355;1.806;0.242;0.103
65;25808;0.003;0.072;0.750;1.614;0.043;0.441
65;26208;0.003;0.014;0.403;1.610;0.107;0.275
65;26608;0.010;0.006;0.230;1.792;0.274;0.112
65;27008;0.003;0.007;0.423;1.977;0.157;0.155
65;27408;0.003;0.044;0.343;2.158;0.229;0.197
65;27808;0.003;0.102;0.567;1.803;0.108;0.256
65;28208;0.004;0.007;0.336;1.612;0.327;0.120
65;28608;0.010;0.008;0.848;2.095;0.051;0.143
65;29008;0.003;0.009;0.772;1.768;0.066;0.292
65;29408;0.003;0.093;0.577;1.922;0.122;0.192
65;29808;0.003;0.008;0.410;1.612;0.106;0.283
65;30208;0.004;0.006;0.587;1.674;0.104;0.300
65;30608;0.010;0.011;0.436;1.600;0.237;0.198
66;80;0.012;0.009;0.543;1.719;0.137;0.193
66;480;0.004;0.010;0.301;1.790;0.389;0.040
66;880;0.003;0.011;0.317;1.843;0.162;0.186
66;1280;0.003;0.009;0.459;2.081;0.206;0.113
66;1680;0.010;0.091;0.439;1.775;0.153;0.230
66;2080;0.004;0.007;0.433;1.628;0.097;0.312
66;2480;0.003;0.007;0.604;1.592;0.084;0.264
66;2880;0.003;0.011;0.624;1.597;0.103;0.210
66;3280;0.003;0.010;0.573;1.643;0.167;0.077
66;3680;0.011;0.012;0.453;1.709;0.178;0.199
66;4080;0.003;0.009;0.397;1.849;0.195;0.168
66;4480;0.003;0.066;0.561;2.022;0.101;0.267
66;4880;0.003;0.008;0.533;1.722;0.139;0.232
66;5280;0.004;0.009;0.335;1.795;0.229;0.114
66;5680;0.011;0.006;0.523;1.764;0.134;0.118
66;6080;0.003;0.009;0.521;1.796;0.149;0.208
66;6480;0.003;0.087;0.255;2.122;0.316;0.097
66;6880;0.003;0.007;0.682;1.706;0.079;0.317
66;7280;0.004;0.009;0.275;1.513;0.353;0.067
66;7680;0.010;0.009;0.643;1.800;0.092;0.239
66;8080;0.003;0.013;0.640;1.653;0.110;0.308
66;8480;0.003;0.008;0.612;2.347;0.144;0.195
66;8880;0.003;0.006;0.775;1.634;0.062;0.585
66;9280;0.003;0.006;0.397;1.648;0.177;0.239
66;9680;0.011;0.012;0.371;1.827;0.258;0.143
66;10080;0.003;0.008;0.211;1.573;0.315;0.111
66;10480;0.003;0.007;0.447;1.609;0.144;0.223
66;10880;0.003;0.145;0.393;1.903;0.210;0.153
66;11280;0.003;0.008;0.610;1.802;0.074;0.423
66;11680;0.011;0.102;0.484;1.546;0.184;0.235
66;12080;0.004;0.010;0.354;1.978;0.192;0.075
66;12480;0.003;0.007;0.380;1.607;0.203;0.165
66;12880;0.004;0.010;0.297;1.606;0.267;0.085
66;13280;0.003;0.071;0.412;1.750;0.145;0.165
66;13680;0.023;0.011;0.486;1.867;0.168;0.194
66;14080;0.003;0.009;1.145;1.855;0.043;0.398
66;14480;0.004;0.010;0.450;1.414;0.171;0.182
66;14880;0.003;0.080;0.291;1.725;0.370;0.060
66;15280;0.004;0.010;0.438;1.707;0.169;0.214
66;15680;0.009;0.049;0.262;1.752;0.258;0.260
66;16080;0.004;0.006;0.288;1.969;0.240;0.236
66;16480;0.003;0.007;0.292;1.708;0.241;0.240
66;16880;0.003;0.051;0.264;1.695;0.310;0.185
66;17280;0.003;0.009;0.263;1.546;0.254;0.226
66;17680;0.011;0.009;0.253;1.598;0.210;0.300
66;18080;0.004;0.006;0.253;1.677;0.227;0.258
66;18480;0.003;0.015;0.269;1.484;0.260;0.230
66;18880;0.003;0.017;0.281;1.856;0.246;0.227
66;19280;0.003;0.011;0.282;1.472;0.264;0.220
66;19680;0.011;0.008;0.293;1.745;0.198;0.275
66;20080;0.004;0.007;0.290;1.491;0.244;0.200
66;20480;0.003;0.076;0.467;1.823;0.197;0.262
66;20880;0.004;0.015;0.323;1.968;0.147;0.304
66;21280;0.003;0.006;0.489;1.719;0.086;0.319
66;21680;0.012;0.013;0.492;1.704;0.148;0.221
66;22080;0.003;0.013;0.392;1.976;0.118;0.242
66;22480;0.003;0.006;0.278;1.760;0.286;0.122
66;22880;0.003;0.008;0.376;1.627;0.314;0.094
66;23280;0.003;0.080;0.685;1.938;0.085;0.332
66;23680;0.010;0.024;0.333;1.821;0.290;0.072
66;24080;0.003;0.009;0.337;2.146;0.352;0.029
66;24480;0.003;0.007;0.403;1.479;0.333;0.116
66;24880;0.003;0.033;0.216;1.915;0.541;0.050
66;25280;0.004;0.006;0.405;1.830;0.176;0.193
66;25680;0.011;0.062;0.578;1.751;0.095;0.353
66;26080;0.003;0.006;0.790;1.771;0.048;0.243
66;26480;0.003;0.007;0.525;1.631;0.136;0.230
66;26880;0.003;0.008;0.558;1.950;0.129;0.194
66;27280;0.003;0.070;0.248;1.789;0.447;0.026
66;27680;0.010;0.012;0.372;1.882;0.163;0.179
66;28080;0.004;0.006;0.296;1.773;0.238;0.163
66;28480;0.003;0.009;0.458;1.682;0.162;0.098
66;28880;0.003;0.066;0.429;1.974;0.192;0.189
66;29280;0.004;0.010;0.512;1.532;0.156;0.216
66;29680;0.011;0.006;0.469;1.870;0.138;0.145
66;30080;0.003;0.009;0.426;2.571;0.131;0.217
66;30480;0.003;0.020;0.374;1.767;0.151;0.249
66;30880;0.003;0.006;0.755;1.646;0.080;0.416
67;352;0.011;0.006;0.427;1.671;0.209;0.147
67;752;0.011;0.009;0.365;1.842;0.244;0.091
67;1152;0.004;0.008;0.403;2.220;0.184;0.125
67;1552;0.003;0.010;0.233;1.950;0.243;0.042
67;1952;0.003;0.027;0.509;2.168;0.129;0.276
67;2352;0.003;0.006;0.254;1.669;0.306;0.103
67;2752;0.025;0.006;0.513;1.777;0.136;0.166
67;3152;0.003;0.010;0.430;1.891;0.151;0.159
67;3552;0.003;0.011;0.766;1.583;0.046;0.452
67;3952;0.003;0.016;0.380;1.583;0.212;0.125
67;4352;0.004;0.051;0.414;1.977;0.132;0.238
67;4752;0.011;0.008;0.243;1.823;0.345;0.065
67;5152;0.003;0.013;0.313;1.610;0.205;0.211
67;5552;0.004;0.006;0.430;1.504;0.174;0.224
67;5952;0.004;0.009;0.473;1.870;0.174;0.178
67;6352;0.003;0.007;0.505;1.696;0.162;0.218
67;6752;0.010;0.076;0.422;1.659;0.245;0.101
67;7152;0.004;0.008;0.288;1.597;0.220;0.189
67;7552;0.004;0.006;0.134;1.583;0.367;0.071
67;7952;0.004;0.006;0.455;1.877;0.244;0.044
67;8352;0.003;0.056;0.339;1.720;0.237;0.102
67;8752;0.011;0.006;0.389;1.722;0.170;0.166
67;9152;0.003;0.006;0.555;1.976;0.155;0.187
67;9552;0.003;0.031;0.484;1.515;0.195;0.260
67;9952;0.003;0.006;0.235;1.911;0.413;0.055
67;10352;0.004;0.011;0.591;1.760;0.153;0.203
67;10752;0.011;0.008;0.474;1.579;0.172;0.216
67;11152;0.003;0.010;0.483;1.833;0.211;0.184
67;11552;0.003;0.010;0.315;1.810;0.334;0.027
67;11952;0.003;0.021;0.278;1.844;0.314;0.113
67;12352;0.003;0.012;0.540;1.764;0.108;0.331
67;12752;0.012;0.063;0.397;1.603;0.181;0.203
67;13152;0.003;0.010;0.444;1.859;0.134;0.135
67;13552;0.003;0.011;0.710;1.850;0.146;0.266
67;13952;0.003;0.096;0.353;1.700;0.255;0.119
67;14352;0.003;0.018;0.570;1.695;0.106;0.291
67;14752;0.010;0.006;0.163;1.756;0.572;0.031
67;15152;0.003;0.014;0.340;1.646;0.241;0.121
67;15552;0.004;0.006;0.374;1.679;0.215;0.254
67;15952;0.003;0.007;0.537;1.580;0.168;0.223
67;16352;0.003;0.006;0.444;1.681;0.175;0.213
67;16752;0.011;0.062;0.599;1.551;0.086;0.352
67;17152;0.004;0.008;0.267;2.230;0.487;0.045
67;17552;0.003;0.012;0.484;1.450;0.188;0.162
67;17952;0.004;0.007;0.392;1.751;0.219;0.186
67;18352;0.003;0.111;0.529;1.788;0.154;0.171
67;18752;0.011;0.009;0.515;2.348;0.192;0.212
67;19152;0.003;0.009;0.324;1.762;0.421;0.031
67;19552;0.003;0.008;0.484;1.880;0.176;0.174
67;19952;0.004;0.006;0.227;1.731;0.329;0.114
67;20352;0.003;0.006;0.402;1.848;0.185;0.168
67;20752;0.012;0.064;0.412;1.944;0.181;0.174
67;21152;0.003;0.011;0.517;1.718;0.129;0.224
67;21552;0.003;0.009;0.698;2.383;0.072;0.459
67;21952;0.004;0.007;0.624;1.686;0.096;0.300
67;22352;0.004;0.006;0.664;1.731;0.047;0.450
67;22752;0.011;0.056;0.261;2.078;0.260;0.141
67;23152;0.003;0.006;0.313;1.468;0.419;0.107
67;23552;0.003;0.008;0.466;1.965;0.140;0.164
67;23952;0.003;0.011;0.450;1.737;0.185;0.232
67;24352;0.003;0.067;0.411;1.739;0.168;0.247
67;24752;0.013;0.007;0.412;1.783;0.208;0.204
67;25152;0.003;0.014;0.419;1.601;0.230;0.165
67;25552;0.003;0.111;0.362;1.764;0.230;0.147
67;25952;0.004;0.010;0.478;1.683;0.089;0.281
67;26352;0.003;0.009;0.344;1.642;0.269;0.132
67;26752;0.020;0.007;0.341;1.641;0.272;0.119
67;27152;0.003;0.012;0.128;1.959;0.529;0.036
67;27552;0.003;0.007;0.306;1.633;0.211;0.161
67;27952;0.003;0.010;0.431;1.945;0.151;0.206
67;28352;0.003;0.007;0.408;1.631;0.192;0.187
67;28752;0.009;0.083;0.341;1.753;0.197;0.180
67;29152;0.003;0.006;0.490;1.686;0.127;0.241
67;29552;0.003;0.090;0.434;2.001;0.203;0.135
67;29952;0.003;0.009;0.337;1.593;0.136;0.247
67;30352;0.004;0.010;1.015;1.469;0.087;0.339
67;30752;0.009;0.082;0.343;1.788;0.312;0.101
68;224;0.011;0.009;0.687;1.771;0.073;0.415
68;624;0.003;0.006;0.465;1.789;0.136;0.289
68;1024;0.004;0.006;0.492;2.383;0.158;0.137
68;1424;0.003;0.073;0.454;1.613;0.154;0.278
68;1824;0.010;0.009;0.892;1.919;0.060;0.375
68;2224;0.003;0.011;0.425;1.510;0.107;0.299
68;2624;0.004;0.007;0.550;1.781;0.118;0.220
68;3024;0.003;0.081;0.545;1.967;0.104;0.294
68;3424;0.003;0.006;0.350;1.749;0.230;0.137
68;3824;0.011;0.012;1.233;1.716;0.033;0.398
68;4224;0.003;0.011;0.217;1.545;0.313;0.133
68;4624;0.003;0.102;0.412;1.786;0.144;0.191
68;5024;0.004;0.010;0.475;1.537;0.106;0.258
68;5424;0.004;0.007;0.580;1.498;0.209;0.212
68;5824;0.010;0.008;0.247;1.271;0.259;0.158
68;6224;0.003;0.008;0.361;1.875;0.219;0.150
68;6624;0.004;0.011;0.476;1.704;0.091;0.330
68;7024;0.003;0.006;0.480;1.460;0.155;0.203
68;7424;0.004;0.008;0.428;1.532;0.152;0.239
68;7824;0.010;0.124;0.307;1.736;0.298;0.111
68;8224;0.003;0.009;0.377;1.609;0.251;0.109
68;8624;0.004;0.007;0.248;2.117;0.348;0.116
68;9024;0.003;0.103;0.534;1.692;0.110;0.215
68;9424;0.004;0.006;0.561;1.888;0.127;0.261
68;9824;0.011;0.009;0.457;1.565;0.132;0.269
68;10224;0.003;0.014;0.664;1.806;0.088;0.290
68;10624;0.004;0.006;0.545;1.825;0.110;0.165
68;11024;0.004;0.010;0.246;1.575;0.403;0.110
68;11424;0.003;0.006;0.349;1.512;0.229;0.127
68;11824;0.010;0.087;0.319;1.768;0.238;0.187
68;12224;0.003;0.006;0.658;1.829;0.073;0.326
68;12624;0.003;0.006;0.422;1.331;0.148;0.136
68;13024;0.004;0.006;0.324;1.785;0.223;0.112
68;13424;0.003;0.099;0.820;1.790;0.068;0.300
68;13824;0.022;0.006;0.315;1.594;0.238;0.131
68;14224;0.003;0.006;0.395;1.664;0.219;0.137
68;14624;0.004;0.012;0.438;1.541;0.120;0.270
68;15024;0.004;0.006;0.177;1.610;0.434;0.060
68;15424;0.004;0.007;0.522;1.749;0.151;0.220
68;15824;0.009;0.118;0.367;1.727;0.272;0.169
68;16224;0.003;0.006;0.430;1.607;0.211;0.169
68;16624;0.003;0.009;0.699;2.042;0.103;0.254
68;17024;0.003;0.007;0.454;1.907;0.199;0.058
68;17424;0.003;0.009;0.377;1.714;0.215;0.124
68;17824;0.011;0.066;0.422;2.127;0.154;0.247
68;18224;0.003;0.006;0.644;2.268;0.170;0.095
68;18624;0.004;0.021;0.686;1.884;0.097;0.319
68;19024;0.003;0.011;0.596;1.747;0.166;0.211
68;19424;0.003;0.010;0.428;1.639;0.207;0.162
68;19824;0.010;0.086;0.286;1.660;0.469;0.048
68;20224;0.004;0.006;0.287;1.730;0.312;0.099
68;20624;0.003;0.008;0.454;1.831;0.198;0.273
68;21024;0.004;0.008;0.678;1.815;0.099;0.286
68;21424;0.003;0.072;0.486;1.603;0.104;0.269
68;21824;0.012;0.008;1.168;1.728;0.082;0.338
68;22224;0.004;0.010;0.457;1.805;0.143;0.183
68;22624;0.004;0.010;0.586;2.194;0.124;0.293
68;23024;0.003;0.058;0.673;2.041;0.067;0.324
68;23424;0.003;0.006;0.598;1.721;0.147;0.185
68;23824;0.010;0.006;0.518;1.695;0.121;0.321
68;24224;0.004;0.007;0.422;1.581;0.245;0.203
68;24624;0.003;0.095;0.270;1.772;0.263;0.108
68;25024;0.004;0.006;0.610;1.897;0.127;0.314
68;25424;0.004;0.007;0.247;2.029;0.298;0.102
68;25824;0.010;0.007;0.312;1.644;0.406;0.041
68;26224;0.003;0.011;0.432;1.941;0.243;0.120
68;26624;0.004;0.008;0.244;1.785;0.275;0.136
68;27024;0.003;0.040;1.213;2.203;0.043;0.564
68;27424;0.004;0.010;0.344;1.881;0.263;0.124
68;27824;0.009;0.057;0.266;1.627;0.333;0.095
68;28224;0.003;0.006;0.204;1.830;0.569;0.045
68;28624;0.004;0.010;0.315;1.763;0.350;0.080
68;29024;0.004;0.008;0.262;1.593;0.172;0.175
68;29424;0.004;0.008;0.353;1.475;0.312;0.123
68;29824;0.009;0.086;0.804;1.564;0.104;0.227
68;30224;0.003;0.006;0.468;1.842;0.152;0.199
68;30624;0.004;0.009;0.471;1.690;0.232;0.130
69;96;0.012;0.007;0.669;1.868;0.124;0.185
69;496;0.003;0.006;0.838;1.678;0.131;0.420
69;896;0.010;0.013;0.416;1.866;0.282;0.072
69;1296;0.003;0.008;0.509;1.974;0.196;0.185
69;1696;0.003;0.061;0.421;1.698;0.126;0.245
69;2096;0.004;0.010;0.803;2.019;0.070;0.336
69;2496;0.003;0.007;0.425;1.831;0.204;0.161
69;2896;0.023;0.008;0.610;1.782;0.053;0.384
69;3296;0.003;0.010;0.590;1.599;0.126;0.219
69;3696;0.004;0.006;0.352;1.675;0.283;0.110
69;4096;0.003;0.008;0.315;1.957;0.179;0.259
69;4496;0.003;0.010;0.455;1.792;0.191;0.089
69;4896;0.012;0.028;0.404;2.438;0.174;0.123
69;5296;0.003;0.011;0.422;2.020;0.222;0.181
69;5696;0.003;0.076;0.486;1.929;0.110;0.209
69;6096;0.004;0.008;0.491;2.149;0.131;0.235
69;6496;0.003;0.006;0.467;1.821;0.158;0.154
69;6896;0.010;0.011;0.732;1.746;0.089;0.328
69;7296;0.003;0.007;0.363;1.868;0.434;0.059
69;7696;0.004;0.008;0.634;2.080;0.159;0.242
69;8096;0.004;0.008;0.594;1.462;0.104;0.281
69;8496;0.003;0.008;0.199;1.897;0.400;0.046
69;8896;0.010;0.063;0.316;1.646;0.274;0.130
69;9296;0.004;0.010;0.431;1.514;0.134;0.107
69;9696;0.003;0.006;0.364;1.772;0.181;0.218
69;10096;0.003;0.009;0.508;1.706;0.170;0.184
69;10496;0.003;0.098;0.657;1.811;0.062;0.363
69;10896;0.010;0.010;0.444;1.657;0.246;0.140
69;11296;0.003;0.006;0.423;1.711;0.143;0.227
69;11696;0.004;0.010;0.731;1.658;0.098;0.327
69;12096;0.003;0.069;0.487;1.980;0.167;0.266
69;12496;0.004;0.010;0.613;1.653;0.080;0.330
69;12896;0.010;0.088;0.214;1.539;0.271;0.123
69;13296;0.004;0.007;0.412;1.375;0.086;0.416
69;13696;0.003;0.057;0.379;1.960;0.192;0.107
69;14096;0.004;0.010;0.323;1.729;0.264;0.115
69;14496;0.003;0.108;0.486;1.941;0.246;0.246
69;14896;0.011;0.006;0.638;2.210;0.118;0.312
69;15296;0.003;0.007;0.373;2.084;0.226;0.105
69;15696;0.004;0.008;0.286;1.550;0.394;0.034
69;16096;0.003;0.082;0.296;1.663;0.217;0.067
69;16496;0.004;0.006;0.595;2.215;0.110;0.313
69;16896;0.013;0.007;0.407;1.945;0.169;0.146
69;17296;0.004;0.009;0.373;1.610;0.221;0.185
69;17696;0.003;0.098;0.414;1.571;0.333;0.087
69;18096;0.003;0.086;0.356;1.936;0.222;0.067
69;18496;0.003;0.006;0.585;1.681;0.109;0.281
69;18896;0.012;0.009;0.394;1.656;0.200;0.058
69;19296;0.003;0.010;0.556;1.651;0.201;0.326
69;19696;0.003;0.108;0.312;2.040;0.202;0.265
69;20096;0.004;0.014;0.303;1.718;0.209;0.252
69;20496;0.004;0.006;0.306;1.677;0.213;0.240
69;20896;0.010;0.011;0.361;1.499;0.297;0.118
69;21296;0.003;0.014;0.471;1.642;0.137;0.259
69;21696;0.003;0.006;0.441;2.021;0.131;0.216
69;22096;0.004;0.015;0.407;1.923;0.215;0.157
69;22496;0.004;0.006;0.461;1.503;0.169;0.196
69;22896;0.020;0.104;0.632;1.664;0.104;0.292
69;23296;0.003;0.006;0.382;1.493;0.110;0.267
69;23696;0.003;0.009;0.240;1.670;0.236;0.206
