Epoch;Iterations;Time [s];Data;G_GAN;G_L1;D_real;D_fake
173;27184;0.003;0.036;0.693;2.099;0.065;0.198
173;27584;0.003;0.011;0.802;1.724;0.143;0.142
173;27984;0.004;0.011;0.626;1.617;0.081;0.140
173;28384;0.028;0.011;0.713;1.828;0.113;0.122
173;28784;0.003;0.009;0.655;1.605;0.142;0.117
173;29184;0.004;0.006;1.067;2.058;0.066;0.228
173;29584;0.003;0.082;0.731;1.612;0.122;0.135
173;29984;0.003;0.011;0.640;1.607;0.091;0.157
173;30384;0.018;0.008;0.774;1.527;0.078;0.093
173;30784;0.003;0.007;0.742;1.754;0.114;0.101
174;256;0.020;0.013;0.687;1.723;0.115;0.089
174;656;0.003;0.009;0.659;1.793;0.167;0.120
174;1056;0.003;0.010;0.480;1.464;0.253;0.077
174;1456;0.022;0.006;0.521;1.812;0.100;0.121
174;1856;0.003;0.007;0.559;1.614;0.090;0.267
174;2256;0.003;0.024;0.802;1.847;0.070;0.117
174;2656;0.003;0.079;0.619;1.429;0.109;0.101
174;3056;0.003;0.006;0.777;1.759;0.086;0.124
174;3456;0.031;0.006;0.772;1.951;0.086;0.120
174;3856;0.003;0.007;0.576;1.570;0.150;0.128
174;4256;0.003;0.080;0.448;1.834;0.147;0.160
174;4656;0.004;0.011;0.607;1.628;0.120;0.089
174;5056;0.004;0.007;0.459;1.854;0.236;0.072
174;5456;0.017;0.090;0.515;1.899;0.203;0.081
174;5856;0.004;0.006;0.602;1.872;0.095;0.118
174;6256;0.003;0.010;0.445;1.683;0.175;0.086
174;6656;0.003;0.007;0.652;1.891;0.065;0.173
174;7056;0.003;0.085;0.607;1.771;0.132;0.089
174;7456;0.021;0.006;0.625;1.460;0.135;0.071
174;7856;0.003;0.009;0.664;1.856;0.080;0.107
174;8256;0.003;0.031;0.349;1.955;0.202;0.082
174;8656;0.004;0.009;0.520;1.827;0.159;0.101
174;9056;0.003;0.042;0.652;1.835;0.146;0.134
174;9456;0.019;0.082;0.564;1.624;0.083;0.134
174;9856;0.003;0.006;0.715;1.762;0.068;0.185
174;10256;0.003;0.010;0.763;1.681;0.104;0.110
174;10656;0.003;0.058;0.643;1.801;0.081;0.140
174;11056;0.004;0.012;0.490;1.609;0.101;0.112
174;11456;0.020;0.006;0.660;1.533;0.116;0.090
174;11856;0.003;0.008;0.521;1.732;0.184;0.068
174;12256;0.003;0.044;0.575;1.769;0.239;0.060
174;12656;0.004;0.007;0.602;1.687;0.130;0.094
174;13056;0.003;0.015;0.623;1.639;0.114;0.126
174;13456;0.026;0.009;0.648;1.588;0.144;0.062
174;13856;0.003;0.007;0.619;1.791;0.167;0.058
174;14256;0.003;0.008;0.623;1.876;0.133;0.093
174;14656;0.003;0.010;0.778;1.845;0.070;0.116
174;15056;0.004;0.007;0.495;1.749;0.219;0.067
174;15456;0.019;0.102;0.534;1.579;0.134;0.075
174;15856;0.003;0.010;0.595;1.889;0.135;0.046
174;16256;0.003;0.053;0.603;1.637;0.103;0.109
174;16656;0.003;0.077;0.659;1.622;0.147;0.091
174;17056;0.004;0.006;0.647;1.670;0.155;0.066
174;17456;0.020;0.011;0.781;1.723;0.091;0.118
174;17856;0.003;0.008;0.623;1.693;0.176;0.134
174;18256;0.003;0.065;0.756;1.838;0.095;0.105
174;18656;0.004;0.009;0.502;1.678;0.234;0.092
174;19056;0.004;0.007;0.674;2.028;0.100;0.169
174;19456;0.019;0.007;0.745;1.680;0.099;0.091
174;19856;0.003;0.010;0.660;1.697;0.097;0.126
174;20256;0.003;0.009;0.588;1.561;0.143;0.073
174;20656;0.003;0.009;0.568;1.522;0.133;0.085
174;21056;0.004;0.009;0.740;1.448;0.088;0.193
174;21456;0.031;0.073;0.778;1.844;0.061;0.318
174;21856;0.003;0.008;0.598;1.653;0.115;0.085
174;22256;0.004;0.008;0.450;1.722;0.226;0.082
174;22656;0.004;0.007;0.495;1.531;0.182;0.080
174;23056;0.003;0.009;0.476;1.835;0.158;0.106
174;23456;0.017;0.054;0.716;1.773;0.114;0.096
174;23856;0.003;0.008;0.428;1.626;0.199;0.063
174;24256;0.003;0.032;0.822;1.719;0.081;0.123
174;24656;0.003;0.006;0.336;1.719;0.190;0.088
174;25056;0.003;0.010;0.740;1.635;0.066;0.129
174;25456;0.020;0.007;0.699;1.352;0.099;0.108
174;25856;0.003;0.010;0.732;1.868;0.081;0.127
174;26256;0.004;0.011;0.706;2.003;0.071;0.103
174;26656;0.004;0.006;0.744;1.678;0.099;0.150
174;27056;0.003;0.088;0.598;1.505;0.069;0.318
174;27456;0.018;0.099;0.588;1.813;0.136;0.067
174;27856;0.003;0.006;0.654;1.736;0.131;0.082
174;28256;0.004;0.009;0.510;1.809;0.194;0.069
174;28656;0.003;0.067;0.474;1.693;0.254;0.089
174;29056;0.004;0.006;0.553;1.821;0.123;0.122
174;29456;0.026;0.105;0.518;1.784;0.206;0.089
174;29856;0.003;0.008;0.607;1.742;0.187;0.068
174;30256;0.004;0.011;0.579;2.044;0.146;0.116
174;30656;0.003;0.008;0.563;1.665;0.147;0.042
175;128;0.018;0.093;0.542;1.872;0.149;0.089
175;528;0.019;0.010;0.996;1.666;0.089;0.315
175;928;0.003;0.006;0.613;1.627;0.104;0.095
175;1328;0.003;0.008;0.640;2.034;0.129;0.101
175;1728;0.004;0.009;0.653;1.840;0.117;0.082
175;2128;0.003;0.007;0.596;1.985;0.110;0.090
175;2528;0.021;0.056;0.724;1.702;0.085;0.145
175;2928;0.003;0.006;0.608;1.982;0.129;0.141
175;3328;0.003;0.053;0.503;1.671;0.193;0.074
175;3728;0.003;0.050;0.535;1.551;0.197;0.077
175;4128;0.003;0.015;0.510;1.814;0.175;0.112
175;4528;0.032;0.007;0.679;1.945;0.084;0.131
175;4928;0.003;0.006;0.614;2.218;0.185;0.049
175;5328;0.003;0.060;0.593;1.648;0.072;0.186
175;5728;0.003;0.006;0.639;1.612;0.082;0.174
175;6128;0.003;0.013;0.536;1.813;0.195;0.093
175;6528;0.019;0.006;0.608;1.609;0.167;0.069
175;6928;0.003;0.009;0.448;1.932;0.207;0.094
175;7328;0.003;0.009;0.643;1.612;0.125;0.096
175;7728;0.003;0.066;0.647;1.764;0.123;0.073
175;8128;0.004;0.006;0.508;1.737;0.210;0.103
175;8528;0.019;0.010;0.592;1.673;0.135;0.113
175;8928;0.003;0.006;0.573;1.737;0.156;0.090
175;9328;0.004;0.034;0.557;2.002;0.128;0.103
175;9728;0.003;0.065;0.561;1.879;0.113;0.091
175;10128;0.003;0.007;0.557;1.686;0.129;0.109
175;10528;0.019;0.009;0.576;1.812;0.123;0.125
175;10928;0.003;0.009;0.589;1.967;0.143;0.061
175;11328;0.003;0.018;0.428;1.843;0.233;0.034
175;11728;0.004;0.006;0.857;1.997;0.077;0.117
175;12128;0.003;0.009;0.621;1.836;0.110;0.124
175;12528;0.019;0.008;0.664;2.248;0.201;0.064
175;12928;0.003;0.008;0.660;1.992;0.096;0.093
175;13328;0.003;0.079;0.655;1.820;0.108;0.056
175;13728;0.003;0.010;0.576;1.644;0.111;0.110
175;14128;0.003;0.006;0.613;1.804;0.094;0.099
175;14528;0.030;0.008;0.504;1.915;0.148;0.135
175;14928;0.003;0.009;0.632;1.635;0.144;0.065
175;15328;0.003;0.008;0.654;1.551;0.121;0.176
175;15728;0.003;0.011;0.457;1.797;0.154;0.085
175;16128;0.003;0.009;0.513;1.673;0.137;0.086
175;16528;0.020;0.006;0.746;1.698;0.068;0.171
175;16928;0.003;0.012;0.846;1.736;0.091;0.113
175;17328;0.004;0.010;0.635;1.822;0.102;0.167
175;17728;0.004;0.009;0.556;1.826;0.111;0.143
175;18128;0.003;0.007;0.647;1.692;0.105;0.261
175;18528;0.020;0.121;0.754;1.772;0.105;0.168
175;18928;0.003;0.006;0.762;1.646;0.060;0.219
175;19328;0.004;0.006;0.712;1.831;0.085;0.199
175;19728;0.003;0.008;0.659;1.478;0.105;0.196
175;20128;0.004;0.011;0.704;1.853;0.083;0.125
175;20528;0.017;0.089;0.723;1.645;0.103;0.078
175;20928;0.003;0.006;0.585;1.803;0.119;0.144
175;21328;0.004;0.009;0.620;1.672;0.183;0.159
175;21728;0.004;0.010;0.656;1.640;0.123;0.083
175;22128;0.003;0.121;0.669;1.524;0.126;0.138
175;22528;0.028;0.011;0.639;1.867;0.094;0.099
175;22928;0.003;0.008;0.565;1.643;0.166;0.105
175;23328;0.003;0.007;0.611;1.728;0.123;0.216
175;23728;0.003;0.017;0.741;1.641;0.122;0.140
175;24128;0.003;0.007;0.870;1.970;0.117;0.188
175;24528;0.022;0.008;0.384;1.508;0.179;0.059
175;24928;0.003;0.012;0.770;1.593;0.110;0.049
175;25328;0.003;0.050;0.735;1.554;0.087;0.108
175;25728;0.003;0.007;0.743;1.521;0.116;0.070
175;26128;0.003;0.008;0.543;1.400;0.176;0.075
175;26528;0.017;0.088;0.633;1.670;0.115;0.140
175;26928;0.003;0.006;0.700;2.201;0.098;0.071
175;27328;0.003;0.006;0.569;1.694;0.217;0.058
175;27728;0.004;0.012;0.619;1.911;0.110;0.111
175;28128;0.003;0.088;0.647;1.714;0.095;0.123
175;28528;0.020;0.010;0.614;1.637;0.142;0.115
175;28928;0.004;0.007;0.811;1.623;0.069;0.187
175;29328;0.003;0.062;0.611;1.498;0.092;0.119
175;29728;0.003;0.013;0.684;1.764;0.107;0.072
175;30128;0.004;0.007;0.593;1.598;0.120;0.119
175;30528;0.019;0.009;0.839;1.624;0.080;0.140
175;30928;0.004;0.009;0.513;1.765;0.205;0.053
176;400;0.020;0.407;0.481;1.782;0.149;0.082
176;800;0.003;0.008;0.535;1.495;0.162;0.140
176;1200;0.003;0.036;0.626;1.729;0.098;0.144
176;1600;0.021;0.006;0.741;1.728;0.062;0.358
176;2000;0.003;0.006;0.582;2.011;0.194;0.091
176;2400;0.003;0.008;0.709;2.072;0.068;0.139
176;2800;0.004;0.006;0.534;1.541;0.124;0.164
176;3200;0.003;0.043;0.595;1.720;0.127;0.120
176;3600;0.019;0.007;0.637;1.834;0.140;0.064
176;4000;0.003;0.008;0.573;1.534;0.122;0.140
176;4400;0.003;0.070;0.397;1.770;0.250;0.058
176;4800;0.003;0.064;0.748;1.699;0.075;0.216
176;5200;0.003;0.077;0.578;1.566;0.145;0.094
176;5600;0.020;0.007;0.516;1.648;0.146;0.161
176;6000;0.003;0.008;0.704;1.761;0.169;0.104
176;6400;0.004;0.007;0.721;1.615;0.111;0.105
176;6800;0.003;0.078;0.771;1.970;0.064;0.141
176;7200;0.004;0.011;0.607;1.917;0.095;0.224
176;7600;0.031;0.068;0.637;1.557;0.105;0.141
176;8000;0.003;0.008;0.730;1.790;0.102;0.146
176;8400;0.004;0.008;0.605;1.913;0.147;0.094
176;8800;0.003;0.068;0.577;1.796;0.114;0.142
176;9200;0.003;0.006;0.457;1.763;0.132;0.097
176;9600;0.023;0.034;0.544;1.673;0.232;0.044
176;10000;0.003;0.007;0.740;2.068;0.074;0.144
176;10400;0.003;0.010;0.555;1.833;0.102;0.135
176;10800;0.004;0.013;0.547;1.756;0.132;0.078
176;11200;0.004;0.009;0.521;1.903;0.163;0.059
176;11600;0.018;0.082;0.672;1.514;0.153;0.114
176;12000;0.003;0.010;0.578;2.098;0.147;0.188
176;12400;0.004;0.010;0.745;1.593;0.108;0.138
176;12800;0.003;0.009;0.670;1.587;0.199;0.061
176;13200;0.004;0.014;0.587;1.599;0.136;0.159
176;13600;0.018;0.137;0.561;1.736;0.156;0.067
176;14000;0.003;0.006;0.484;1.815;0.138;0.059
176;14400;0.004;0.009;0.508;1.510;0.130;0.188
176;14800;0.003;0.043;0.645;1.583;0.095;0.116
176;15200;0.003;0.014;0.552;1.952;0.097;0.083
176;15600;0.028;0.008;0.580;1.677;0.149;0.109
176;16000;0.003;0.009;0.473;1.500;0.155;0.097
176;16400;0.003;0.043;0.628;1.540;0.079;0.156
176;16800;0.003;0.033;0.722;1.402;0.122;0.121
176;17200;0.004;0.006;0.616;1.774;0.097;0.106
176;17600;0.019;0.006;0.614;1.763;0.078;0.124
176;18000;0.003;0.006;0.644;1.677;0.086;0.146
176;18400;0.004;0.007;0.568;1.639;0.148;0.087
176;18800;0.003;0.013;0.841;1.785;0.075;0.137
176;19200;0.004;0.006;0.581;1.522;0.214;0.061
176;19600;0.018;0.010;0.692;1.570;0.117;0.134
176;20000;0.003;0.006;0.663;1.596;0.091;0.194
176;20400;0.003;0.107;0.594;1.975;0.087;0.112
176;20800;0.004;0.008;0.682;2.249;0.087;0.126
176;21200;0.003;0.007;0.510;1.593;0.272;0.052
176;21600;0.018;0.104;0.915;1.930;0.045;0.185
176;22000;0.003;0.007;0.641;1.687;0.177;0.048
176;22400;0.003;0.006;0.590;1.678;0.162;0.108
176;22800;0.003;0.011;0.609;1.784;0.078;0.132
176;23200;0.003;0.069;0.390;1.406;0.287;0.053
176;23600;0.028;0.010;0.511;1.940;0.168;0.069
176;24000;0.003;0.008;0.682;2.000;0.076;0.160
176;24400;0.004;0.096;0.614;2.086;0.097;0.141
176;24800;0.003;0.069;0.626;1.682;0.132;0.097
176;25200;0.003;0.010;0.492;1.866;0.157;0.073
176;25600;0.021;0.011;0.608;1.656;0.098;0.120
176;26000;0.004;0.008;0.610;1.642;0.118;0.126
176;26400;0.003;0.011;0.644;1.840;0.132;0.086
176;26800;0.003;0.076;0.584;1.802;0.148;0.081
176;27200;0.004;0.007;0.753;1.603;0.096;0.128
176;27600;0.020;0.008;0.657;1.839;0.098;0.175
176;28000;0.004;0.008;0.498;1.918;0.109;0.109
176;28400;0.003;0.091;0.547;1.951;0.188;0.071
176;28800;0.003;0.011;0.729;1.682;0.084;0.162
176;29200;0.004;0.007;0.640;1.470;0.140;0.111
176;29600;0.020;0.057;0.708;1.786;0.068;0.141
176;30000;0.003;0.008;0.791;1.681;0.092;0.124
176;30400;0.004;0.011;0.692;1.676;0.077;0.115
176;30800;0.004;0.006;0.658;1.959;0.103;0.083
177;272;0.031;0.009;0.620;1.689;0.122;0.111
177;672;0.018;0.006;0.559;1.636;0.143;0.146
177;1072;0.004;0.017;0.620;1.770;0.124;0.138
177;1472;0.003;0.010;0.687;1.468;0.093;0.145
177;1872;0.004;0.063;0.586;1.534;0.091;0.103
177;2272;0.003;0.054;0.433;1.929;0.222;0.063
177;2672;0.021;0.085;1.139;1.631;0.094;0.158
177;3072;0.003;0.006;0.715;1.846;0.099;0.097
177;3472;0.003;0.007;0.697;1.665;0.191;0.065
177;3872;0.004;0.010;0.575;2.030;0.133;0.080
177;4272;0.003;0.006;0.556;1.695;0.103;0.176
177;4672;0.018;0.008;0.559;1.766;0.168;0.084
177;5072;0.003;0.008;0.768;1.815;0.077;0.160
177;5472;0.004;0.008;0.621;1.989;0.131;0.152
177;5872;0.004;0.012;0.589;1.690;0.128;0.092
177;6272;0.004;0.006;0.556;1.708;0.089;0.156
177;6672;0.026;0.094;0.480;1.433;0.160;0.092
177;7072;0.003;0.007;0.719;1.873;0.101;0.106
177;7472;0.004;0.010;0.526;1.717;0.159;0.118
177;7872;0.003;0.007;0.689;1.945;0.087;0.120
177;8272;0.004;0.009;0.733;1.832;0.073;0.139
177;8672;0.019;0.122;0.564;1.953;0.132;0.073
177;9072;0.003;0.006;0.643;1.503;0.075;0.162
177;9472;0.003;0.011;0.403;1.819;0.203;0.072
177;9872;0.003;0.006;0.601;1.643;0.103;0.170
177;10272;0.003;0.023;0.630;1.486;0.108;0.159
177;10672;0.018;0.011;0.514;1.451;0.106;0.120
177;11072;0.003;0.008;0.664;1.724;0.120;0.088
177;11472;0.004;0.006;0.688;1.843;0.090;0.112
177;11872;0.003;0.008;0.423;1.586;0.185;0.073
177;12272;0.004;0.006;0.563;1.699;0.092;0.148
177;12672;0.018;0.094;0.757;1.808;0.100;0.174
177;13072;0.004;0.007;0.593;2.113;0.122;0.121
177;13472;0.003;0.082;0.654;1.999;0.110;0.060
177;13872;0.003;0.008;0.688;1.837;0.105;0.119
177;14272;0.003;0.012;0.525;1.628;0.141;0.100
177;14672;0.021;0.008;0.638;1.995;0.142;0.097
177;15072;0.003;0.010;0.664;1.644;0.117;0.184
177;15472;0.004;0.006;0.572;1.855;0.090;0.199
177;15872;0.004;0.012;0.556;1.515;0.183;0.091
177;16272;0.003;0.011;0.799;1.807;0.138;0.089
177;16672;0.029;0.069;0.632;1.563;0.098;0.096
177;17072;0.003;0.008;0.563;1.755;0.122;0.141
177;17472;0.003;0.009;0.550;1.685;0.109;0.176
177;17872;0.004;0.023;0.559;1.757;0.170;0.069
177;18272;0.004;0.007;0.629;1.626;0.164;0.074
177;18672;0.019;0.010;0.689;1.926;0.094;0.114
177;19072;0.003;0.010;0.627;1.692;0.084;0.148
177;19472;0.003;0.007;0.499;2.003;0.120;0.068
177;19872;0.004;0.007;0.620;1.778;0.134;0.056
177;20272;0.003;0.051;0.770;1.665;0.082;0.101
177;20672;0.018;0.009;0.696;1.720;0.137;0.042
177;21072;0.004;0.006;0.510;1.867;0.195;0.071
177;21472;0.004;0.010;0.599;1.681;0.136;0.089
177;21872;0.004;0.059;0.697;1.599;0.134;0.092
177;22272;0.003;0.006;0.758;1.513;0.080;0.098
177;22672;0.020;0.105;0.682;2.037;0.131;0.095
177;23072;0.003;0.006;0.777;1.807;0.104;0.142
177;23472;0.003;0.008;0.716;1.596;0.109;0.079
177;23872;0.004;0.006;0.727;1.641;0.067;0.223
177;24272;0.004;0.012;0.572;1.521;0.164;0.064
177;24672;0.032;0.007;0.614;1.965;0.134;0.094
177;25072;0.003;0.008;0.467;1.727;0.215;0.050
177;25472;0.004;0.050;0.731;1.757;0.075;0.194
177;25872;0.003;0.014;0.523;1.602;0.156;0.062
177;26272;0.003;0.012;0.550;1.593;0.188;0.054
177;26672;0.020;0.008;0.732;1.883;0.068;0.150
177;27072;0.004;0.008;0.588;1.698;0.156;0.070
177;27472;0.004;0.038;0.678;1.955;0.096;0.172
177;27872;0.003;0.084;0.613;1.899;0.164;0.160
177;28272;0.003;0.010;0.569;1.892;0.100;0.150
177;28672;0.019;0.080;0.474;2.020;0.194;0.045
177;29072;0.003;0.007;0.553;1.440;0.129;0.089
177;29472;0.004;0.010;0.562;1.672;0.177;0.091
177;29872;0.004;0.009;0.822;1.830;0.068;0.130
177;30272;0.004;0.008;0.739;1.395;0.064;0.126
177;30672;0.018;0.118;0.600;1.773;0.103;0.157
178;144;0.033;0.007;0.726;2.075;0.060;0.174
178;544;0.004;0.006;0.418;1.829;0.159;0.097
178;944;0.004;0.008;0.657;1.717;0.126;0.107
178;1344;0.004;0.055;0.605;1.644;0.133;0.131
178;1744;0.019;0.057;0.673;1.771;0.090;0.110
178;2144;0.003;0.006;0.679;1.632;0.110;0.118
178;2544;0.003;0.023;0.649;1.519;0.067;0.167
178;2944;0.004;0.006;0.636;1.652;0.111;0.144
178;3344;0.004;0.007;0.440;1.904;0.132;0.105
178;3744;0.018;0.063;0.656;1.563;0.105;0.138
178;4144;0.003;0.008;0.746;1.691;0.058;0.272
178;4544;0.003;0.007;0.570;1.498;0.119;0.100
178;4944;0.004;0.011;0.488;1.760;0.173;0.073
178;5344;0.004;0.010;0.621;1.707;0.116;0.098
178;5744;0.019;0.010;0.783;1.787;0.053;0.069
178;6144;0.003;0.008;0.695;2.056;0.098;0.108
178;6544;0.003;0.009;0.545;2.024;0.125;0.141
178;6944;0.003;0.092;0.611;1.832;0.137;0.074
178;7344;0.003;0.006;0.654;1.780;0.185;0.063
178;7744;0.028;0.008;0.681;1.810;0.115;0.151
178;8144;0.003;0.007;0.619;1.755;0.073;0.201
178;8544;0.003;0.062;0.710;1.779;0.105;0.113
178;8944;0.003;0.028;0.632;1.708;0.129;0.090
178;9344;0.003;0.009;0.900;1.781;0.063;0.221
178;9744;0.020;0.011;0.582;1.639;0.107;0.120
178;10144;0.003;0.008;0.850;1.893;0.068;0.163
178;10544;0.003;0.008;0.529;1.689;0.149;0.113
178;10944;0.004;0.006;0.505;1.987;0.137;0.076
178;11344;0.003;0.038;0.550;1.897;0.145;0.090
178;11744;0.019;0.008;0.590;1.494;0.131;0.093
178;12144;0.003;0.010;1.011;2.085;0.062;0.201
178;12544;0.003;0.007;0.555;1.710;0.112;0.117
178;12944;0.003;0.008;0.673;1.573;0.098;0.118
178;13344;0.004;0.010;0.692;1.899;0.093;0.129
178;13744;0.018;0.115;0.602;1.713;0.109;0.078
178;14144;0.003;0.006;0.717;1.876;0.053;0.146
178;14544;0.003;0.063;0.568;1.376;0.150;0.072
178;14944;0.003;0.009;0.621;1.765;0.196;0.086
178;15344;0.003;0.057;0.781;1.825;0.083;0.142
178;15744;0.030;0.007;0.464;1.633;0.187;0.073
178;16144;0.003;0.009;0.625;1.763;0.137;0.064
178;16544;0.003;0.052;0.648;1.521;0.162;0.202
178;16944;0.003;0.008;0.607;1.598;0.152;0.083
178;17344;0.003;0.038;0.545;1.497;0.137;0.056
178;17744;0.019;0.010;0.504;1.685;0.086;0.157
178;18144;0.003;0.007;0.611;2.032;0.133;0.188
178;18544;0.003;0.122;0.599;1.570;0.213;0.115
178;18944;0.004;0.006;0.566;1.514;0.145;0.110
178;19344;0.004;0.010;0.565;1.764;0.109;0.156
178;19744;0.020;0.007;0.513;1.721;0.143;0.073
178;20144;0.003;0.010;0.816;1.621;0.099;0.086
178;20544;0.003;0.011;0.677;1.638;0.111;0.121
178;20944;0.003;0.007;0.578;1.687;0.119;0.113
178;21344;0.004;0.011;0.613;1.564;0.136;0.079
178;21744;0.018;0.100;0.605;1.648;0.138;0.098
178;22144;0.003;0.006;0.622;1.724;0.169;0.086
178;22544;0.003;0.006;0.690;1.848;0.116;0.126
178;22944;0.003;0.006;0.662;1.644;0.097;0.135
178;23344;0.003;0.018;0.526;1.790;0.170;0.079
178;23744;0.028;0.007;0.659;1.663;0.135;0.075
178;24144;0.003;0.007;0.775;1.728;0.092;0.115
178;24544;0.003;0.068;0.589;1.448;0.116;0.192
178;24944;0.004;0.008;0.596;1.968;0.161;0.129
178;25344;0.003;0.006;0.640;1.564;0.054;0.136
178;25744;0.018;0.007;0.505;1.815;0.180;0.064
178;26144;0.003;0.008;0.443;1.970;0.168;0.068
178;26544;0.003;0.032;0.658;1.628;0.108;0.152
178;26944;0.003;0.007;0.569;1.510;0.095;0.113
178;27344;0.004;0.009;0.942;1.693;0.063;0.250
178;27744;0.019;0.007;0.576;1.583;0.144;0.066
178;28144;0.004;0.007;0.521;1.632;0.139;0.117
178;28544;0.003;0.008;0.474;1.846;0.132;0.121
178;28944;0.003;0.007;0.599;1.579;0.129;0.135
178;29344;0.003;0.049;0.615;1.878;0.113;0.067
178;29744;0.021;0.006;0.626;1.659;0.114;0.133
178;30144;0.003;0.010;0.685;1.933;0.103;0.058
178;30544;0.004;0.008;0.658;1.521;0.115;0.092
179;16;0.032;0.022;0.614;1.806;0.114;0.166
179;416;0.003;0.009;0.684;1.948;0.219;0.051
179;816;0.018;0.013;0.595;1.593;0.077;0.190
179;1216;0.003;0.008;0.669;1.599;0.086;0.147
179;1616;0.003;0.050;0.568;1.827;0.149;0.135
179;2016;0.003;0.012;0.641;1.783;0.111;0.130
179;2416;0.003;0.012;0.712;1.512;0.134;0.057
179;2816;0.018;0.006;0.473;1.703;0.235;0.044
179;3216;0.003;0.009;0.589;1.666;0.113;0.118
179;3616;0.003;0.041;0.635;1.552;0.121;0.112
179;4016;0.003;0.009;0.635;1.516;0.115;0.097
179;4416;0.004;0.008;0.467;1.812;0.219;0.041
179;4816;0.019;0.089;0.709;1.692;0.088;0.217
179;5216;0.003;0.006;0.584;1.798;0.143;0.065
179;5616;0.003;0.060;0.504;1.721;0.253;0.047
179;6016;0.003;0.009;0.660;1.730;0.121;0.100
179;6416;0.003;0.009;0.597;1.738;0.142;0.087
179;6816;0.028;0.006;0.694;1.728;0.126;0.097
179;7216;0.003;0.011;0.623;1.912;0.220;0.052
179;7616;0.003;0.010;0.493;1.768;0.130;0.126
179;8016;0.003;0.013;0.830;2.016;0.092;0.114
179;8416;0.003;0.041;0.640;1.662;0.077;0.145
179;8816;0.019;0.008;0.765;1.613;0.104;0.094
179;9216;0.003;0.008;0.571;2.028;0.169;0.062
179;9616;0.004;0.010;0.603;1.520;0.152;0.138
179;10016;0.003;0.008;0.511;1.694;0.174;0.090
179;10416;0.004;0.008;0.632;1.653;0.163;0.118
179;10816;0.020;0.065;0.800;1.961;0.041;0.183
179;11216;0.003;0.008;0.666;1.824;0.133;0.085
179;11616;0.003;0.008;0.572;1.734;0.139;0.116
179;12016;0.003;0.009;0.775;1.882;0.070;0.094
179;12416;0.004;0.008;0.483;1.869;0.210;0.061
179;12816;0.021;0.136;0.601;1.485;0.217;0.052
179;13216;0.003;0.011;0.793;1.679;0.134;0.064
179;13616;0.003;0.007;0.578;1.555;0.155;0.126
179;14016;0.003;0.011;0.471;1.740;0.175;0.091
179;14416;0.003;0.007;0.617;2.223;0.170;0.081
179;14816;0.019;0.055;0.510;1.888;0.155;0.118
179;15216;0.003;0.007;0.617;1.869;0.157;0.087
179;15616;0.004;0.026;0.669;1.670;0.104;0.104
179;16016;0.003;0.010;0.638;1.966;0.096;0.107
179;16416;0.003;0.060;0.700;1.904;0.109;0.079
179;16816;0.029;0.015;0.645;1.651;0.119;0.115
179;17216;0.003;0.009;0.596;1.688;0.099;0.151
179;17616;0.003;0.012;0.499;1.787;0.130;0.092
179;18016;0.003;0.012;0.628;1.850;0.108;0.140
179;18416;0.003;0.100;0.464;1.784;0.265;0.041
179;18816;0.019;0.010;0.768;1.866;0.085;0.167
179;19216;0.003;0.006;0.573;1.914;0.165;0.071
179;19616;0.003;0.014;0.564;2.038;0.233;0.051
179;20016;0.003;0.094;0.480;1.517;0.168;0.073
179;20416;0.003;0.066;0.588;1.771;0.143;0.133
179;20816;0.019;0.006;0.548;1.850;0.145;0.079
179;21216;0.003;0.006;0.807;1.841;0.066;0.114
179;21616;0.003;0.006;0.548;1.622;0.203;0.065
179;22016;0.003;0.012;0.583;1.787;0.165;0.067
179;22416;0.003;0.007;0.574;1.926;0.149;0.070
179;22816;0.019;0.010;0.811;1.795;0.109;0.108
179;23216;0.003;0.006;0.669;2.090;0.076;0.105
179;23616;0.003;0.006;0.715;1.944;0.080;0.134
179;24016;0.003;0.081;0.565;1.870;0.143;0.083
179;24416;0.004;0.006;0.558;1.755;0.196;0.111
179;24816;0.029;0.006;0.735;1.858;0.081;0.113
179;25216;0.003;0.006;0.579;1.884;0.121;0.095
179;25616;0.003;0.011;0.972;1.824;0.071;0.137
179;26016;0.003;0.089;0.476;1.850;0.176;0.094
179;26416;0.004;0.005;0.640;1.827;0.118;0.090
179;26816;0.020;0.069;0.703;1.648;0.164;0.072
179;27216;0.003;0.006;0.567;1.521;0.122;0.106
179;27616;0.003;0.012;0.612;1.845;0.130;0.071
179;28016;0.003;0.062;0.615;1.597;0.147;0.151
179;28416;0.003;0.009;0.631;1.648;0.140;0.116
179;28816;0.020;0.006;0.692;2.050;0.093;0.099
179;29216;0.003;0.007;0.637;1.801;0.101;0.096
179;29616;0.003;0.077;0.583;1.716;0.083;0.123
179;30016;0.003;0.008;0.522;1.723;0.211;0.076
179;30416;0.004;0.009;0.545;2.110;0.121;0.077
179;30816;0.019;0.012;0.438;1.792;0.203;0.090
180;288;0.032;0.014;0.836;1.738;0.068;0.160
180;688;0.003;0.007;0.609;1.734;0.098;0.102
180;1088;0.003;0.015;0.651;1.669;0.082;0.228
180;1488;0.004;0.006;0.645;1.690;0.123;0.141
180;1888;0.018;0.103;0.628;1.837;0.089;0.157
180;2288;0.004;0.006;0.541;1.763;0.149;0.047
180;2688;0.003;0.007;0.628;1.773;0.099;0.106
180;3088;0.004;0.010;0.576;1.791;0.111;0.141
